customer_id,transaction_id,customer_name,customer_segment,product_name,quantity,unit_price,discount_percent,shipping_city,shipping_method,shipping_cost,payment_method,payment_status,Year,Month,Day,rating,returned,total_revenue
2614,92689,Pooja Reddy,Standard,Printer,1,11772.72,0.14,Pune,Standard,55.84,UPI,Paid,2023,12,1,4.0,0,10180.3792
1179,33208,Rahul Yadav,Silver,External HDD,3,6570.95,0.34,Bangalore,Standard,75.98,NetBanking,Paid,2024,10,28,4.0,0,13086.460999999998
2352,84276,Pooja Patel,Standard,Webcam,8,3062.85,0.1,Hyderabad,Express,73.53,NetBanking,Paid,2023,11,6,4.0,0,22126.05
2842,12964,Priya Malhotra,Standard,Phone Stand,5,803.36,0.22617299729052706,Kolkata,Standard,17.46,Credit Card,Failed,2023,5,2,4.0,0,3125.768304483411
2867,31023,Suresh Sharma,Standard,Printer,5,10482.46,0.2,Bangalore,Standard,11.36,UPI,Chargeback,2023,4,14,3.78987608752966,0,41941.2
1195,34322,Suresh Verma,Gold,Printer,1,11932.32,0.29,Jaipur,Express,7.37,Credit Card,Paid,2023,6,12,3.0,0,8479.3172
616,22791,Neha Singh,Premium,Webcam,4,9447.351521955212,0.34,Ahmedabad,Standard,6.93,UPI,Pending,2024,8,22,4.0,0,24947.93801796176
168,99691,Kavita Reddy,Gold,Phone Stand,6,872.87,0.35,Hyderabad,Standard,34.81,Credit Card,Paid,2024,1,11,5.0,0,3439.003
1698,98890,Ritu Joshi,Silver,Monitor,3,13632.96,0.11,Hyderabad,Express,57.3,Wallet,Pending,2024,8,17,2.0,0,36457.3032
1171,59532,Ritu Joshi,Standard,Headphones,5,3708.66,0.03,Hyderabad,Standard,20.39,NetBanking,Paid,2024,12,2,5.0,1,18007.391
1556,67471,Priya Malhotra,Silver,Speakers,1,3457.62,0.25,Delhi,Pickup,4.12,COD,Paid,2023,8,25,4.0,0,2597.335
2486,42050,Vikas Sharma,Gold,Router,2,3186.2,0.01,Jaipur,Pickup,67.23,UPI,Paid,2024,1,27,4.0,0,6375.905999999999
2513,79130,Raj Verma,Premium,Phone Stand,2,820.27,0.22617299729052706,Kolkata,Standard,60.98,Debit Card,Paid,2023,1,12,3.78987608752966,0,1330.4741510249987
2528,10350,Raj Gupta,Silver,Smart Watch,7,6852.33,0.19,Kolkata,Express,64.39,Credit Card,Paid,2023,5,9,5.0,0,38917.1011
999,85182,Shweta Yadav,New,Printer,10,10342.77,0.21,Bangalore,Standard,71.65,UPI,Paid,2023,2,13,2.0,0,81779.53300000001
2774,88352,Raj Verma,Gold,Laptop,6,52610.38,0.31,Lucknow,Same Day,7.52,Credit Card,Paid,2023,4,2,4.0,0,217814.49319999994
562,78594,Amit Verma,Standard,Webcam,6,2800.91,0.09,Chennai,Express,63.47,UPI,Paid,2024,9,19,5.0,0,15356.4386
2675,63256,Meera Verma,Standard,Router,5,2556.27,0.17,Hyderabad,Standard,29.39,Debit Card,Paid,2024,7,25,4.0,0,10637.9105
2519,60869,Anjali Gupta,Silver,Keyboard,1,2343.32,0.22,Bangalore,Standard,6.32,Credit Card,Paid,2023,6,1,5.0,0,1834.1096000000002
287,57053,Priya Joshi,Premium,External HDD,8,5906.21,0.3,Mumbai,Standard,12.49,Debit Card,Paid,2024,10,15,3.0,0,33087.265999999996
2246,90633,Manish Yadav,Silver,Gaming Chair,10,11858.38,0.27,Delhi,Standard,63.51,Credit Card,Paid,2024,10,21,4.0,1,86629.68399999998
2943,35859,Manish Yadav,Standard,Router,1,3390.24,0.11,Ahmedabad,Express,28.16,NetBanking,Paid,2024,3,1,5.0,0,3045.4736
1757,65042,Rahul Patel,Standard,Laptop,1,61648.88,0.03,Pune,Standard,15.62,Debit Card,Paid,2023,8,17,5.0,0,59815.033599999995
1340,16466,Pooja Verma,Premium,Power Bank,2,1926.22,0.03,Lucknow,Express,82.98,Debit Card,Paid,2024,4,17,3.0,0,3819.8468
548,55855,Anjali Singh,Standard,Keyboard,8,2596.51,0.01,Delhi,Standard,37.94,Debit Card,Failed,2023,9,12,3.78987608752966,0,20602.2992
2577,46945,Amit Verma,Standard,Smart Watch,2,7307.6,0.37,Lucknow,Express,32.24,UPI,Paid,2023,3,21,5.0,0,9239.816
2699,50088,Manish Patel,Gold,Printer,4,12235.18,0.22617299729052706,Pune,Same Day,3.58,UPI,Paid,2024,7,19,3.0,0,37875.23066804356
515,15433,Sunil Yadav,Silver,Keyboard,7,2818.9,0.11,Kolkata,Pickup,8.33,Credit Card,Paid,2024,12,21,2.0,0,17570.077
1979,14069,Kavita Reddy,Gold,Router,8,2922.02,0.26,Mumbai,Standard,4.25,Debit Card,Pending,2024,6,2,5.0,0,17302.6084
1869,40459,Sunil Kumar,Silver,Router,4,2930.46,0.11,HYDERABAD,Standard,83.25,COD,Paid,2023,8,6,4.0,0,10515.687600000001
1411,36615,Raj Yadav,Standard,Speakers,5,3691.45,0.36,Ahmedabad,Same Day,42.27,Wallet,Paid,2023,10,11,3.0,0,11854.91
2084,24341,Amit Gupta,New,Webcam,1,2869.41,0.09,chennai,Express,43.74,Debit Card,Paid,2023,9,11,5.0,0,2654.9030999999995
1278,90360,Suresh Kumar,Standard,Router,5,3401.35,0.23,Jaipur,Express,24.41,Credit Card,Paid,2024,1,2,2.0,0,13119.6075
1970,70776,Priya Sharma,Silver,Power Bank,4,1734.5,0.39,Delhi,Standard,36.0,UPI,Paid,2024,3,16,4.0,0,4268.18
1988,96497,Pooja Singh,Standard,External HDD,2,6090.19,0.29,Chennai,Standard,97.38,NetBanking,Failed,2024,5,16,3.78987608752966,0,8745.449799999999
1154,39338,Suresh Patel,Standard,Laptop,9,48053.83,0.09,Chennai,Standard,0.62,Credit Card,Paid,2023,9,14,4.0,1,393561.48770000006
468,33493,Anjali Gupta,Standard,Mouse,10,726.02,0.39,Hyderabad,Standard,54.65,Credit Card,Paid,2024,4,17,3.78987608752966,1,4483.371999999999
2145,46220,Meera Sharma,Gold,Keyboard,1,2713.88,0.11,Lucknow,Standard,6.89,UPI,Failed,2023,12,18,3.0,0,2422.2432
1869,75148,Suresh Verma,Standard,Printer,1,13566.04,0.24,Ahmedabad ,Pickup,25.03,Debit Card,Paid,2023,1,20,5.0,0,10335.220400000002
2430,85925,Amit Malhotra,Silver,Router,1,3420.31,0.4,Chennai,Express,91.5,Credit Card,Paid,2024,6,23,5.0,0,2143.6859999999997
2532,35433,Priya Singh,Standard,Webcam,8,9447.351521955212,0.4,Hyderabad,Standard,93.36,Debit Card,Paid,2024,5,21,3.0,0,45440.64730538501
2607,89584,Rahul Sharma,Standard,Speakers,7,4238.34,0.24,Mumbai,Standard,9.1,UPI,Paid,2024,9,1,5.0,0,22557.0688
715,84719,Vikas Verma,Silver,Monitor,2,14535.07,0.22617299729052706,Bangalore,Same Day,83.73,Credit Card,Paid,2024,2,26,3.0,0,22578.989304544757
866,99534,Shweta Kumar,Standard,Desk Lamp,1,1409.66,0.28,Jaipur,Standard,92.39,UPI,Paid,2024,9,13,5.0,0,1107.3452
1371,59770,Raj Sharma,Gold,Monitor,5,14271.37,0.19,Delhi,Express,9.94,Debit Card,Paid,2023,8,4,3.0,0,57808.988500000014
62,24413,Manish Reddy,Silver,Laptop,7,56683.7,0.24,kolkata,Standard,89.89,COD,Refunded,2024,1,2,5.0,0,301647.174
1345,74875,Amit Verma,Premium,Router,1,3012.35,0.04,Jaipur,Standard,94.01,Debit Card,Paid,2024,9,20,4.0,0,2985.866
405,40146,Alok Joshi,New,Speakers,5,3401.52,0.26,Ahmedabad,Same Day,39.35,Credit Card,Paid,2024,10,11,4.0,0,12624.973999999998
2994,70523,Pooja Patel,Gold,Mouse,6,911.52,0.22617299729052706,Bangalore,Same Day,2.91,Debit Card,Paid,2024,4,21,5.0,0,4235.0627370584325
377,59075,Pooja Sharma,Standard,Power Bank,1,1772.74,0.06,Ahmedabad,Standard,70.52,Credit Card,Paid,2024,2,22,4.0,0,1736.8955999999998
2645,85622,Rahul Joshi,New,Monitor,4,9447.351521955212,0.36,Mumbai,Standard,1.8,Debit Card,Refunded,2023,7,28,3.0,0,24187.019896205344
1150,49866,Amit Verma,Silver,Headphones,1,3035.13,0.16,Kolkata,Standard,8.04,Credit Card,Paid,2024,9,11,2.0,0,2557.5492
1623,78650,Priya Singh,Gold,External HDD,1,5733.77,0.04,Kolkata,Standard,11.97,Credit Card,Chargeback,2024,4,23,3.0,0,5516.3892000000005
2316,39943,Shweta Gupta,Standard,Desk Lamp,4,1277.07,0.07,Delhi,Standard,59.55,Credit Card,Paid,2024,1,15,5.0,0,4810.2504
2329,26406,Neha Yadav,Premium,Mouse,2,713.3,0.06,Mumbai,Standard,25.64,Wallet,Chargeback,2024,11,8,2.0,0,1366.644
789,65356,Ritu Singh,Silver,USB Cable,3,213.65,0.08,Ahmedabad,Standard,18.21,Credit Card,Chargeback,2024,10,17,5.0,0,607.8840000000001
1796,83305,Alok Joshi,Standard,External HDD,6,5686.27,0.13,Lucknow,Standard,84.22,Credit Card,Paid,2023,11,5,5.0,1,29766.549400000004
1915,80286,Priya Malhotra,Standard,Webcam,1,2896.09,0.27,Lucknow,Standard,38.29,NetBanking,Paid,2023,7,21,1.0,0,2152.4357
1565,97616,Kavita Reddy,Silver,Monitor,9,16035.77,0.25,Delhi,Same Day,89.34,Wallet,Paid,2024,6,3,5.0,0,108330.78749999999
1212,25544,Meera Reddy,Silver,Desk Lamp,1,1596.76,0.39,Lucknow,Standard,17.43,UPI,Paid,2024,8,21,5.0,1,991.4535999999999
641,88482,Priya Verma,Premium,Keyboard,3,2521.83,0.39,Chennai,Express,18.78,Credit Card,Paid,2023,9,24,5.0,1,4633.728899999999
1098,24721,Suresh Sharma,Silver,Desk Lamp,9,1516.78,0.39,Hyderabad,Express,13.96,Debit Card,Paid,2023,7,10,4.0,0,8341.082199999999
2898,26669,Raj Sharma,Standard,Speakers,10,3785.59,0.03,Chennai,Standard,93.14,NetBanking,Paid,2023,4,18,5.0,0,36813.363
2295,16195,Shweta Malhotra,Standard,Keyboard,8,2536.64,0.03,Delhi,Standard,94.01,Credit Card,Paid,2023,12,5,5.0,0,19778.336399999997
1552,75378,Vikas Singh,Standard,Smart Watch,6,7779.77,0.38,Pune,Standard,89.83,Debit Card,Paid,2023,5,24,2.0,0,29030.574400000005
594,39648,Kavita Malhotra,Gold,Router,2,9447.351521955212,0.18,Bangalore,Standard,85.93,Wallet,Paid,2024,10,25,5.0,0,15579.586496006548
1216,60175,Amit Verma,Silver,Printer,8,9447.351521955212,0.3,Lucknow,Same Day,99.26,Debit Card,Paid,2024,1,7,5.0,0,53004.42852294919
370,86317,Shweta Singh,Gold,Gaming Chair,6,13537.95,0.08,Chennai,Standard,36.98,Wallet,Paid,2024,8,16,5.0,0,74766.464
2062,10571,Vikas Gupta,Standard,Speakers,1,4378.91,0.05,Hyderabad,Express,35.6,NetBanking,Refunded,2023,5,10,5.0,0,4195.5645
732,44081,Neha Kumar,Standard,USB Cable,7,225.42,0.1,Lucknow,Express,38.45,COD,Failed,2023,9,23,3.78987608752966,0,1458.596
870,54061,Manish Sharma,Silver,Webcam,8,2728.0,0.2,Kolkata,Standard,7.64,Credit Card,Paid,2024,8,13,2.0,0,17466.84
351,15503,Priya Verma,Standard,External HDD,4,5776.59,0.18,Bangalore,Express,81.82,UPI,Pending,2023,8,20,3.78987608752966,0,19029.035200000002
1378,82109,Vikas Patel,Standard,External HDD,2,5755.51,0.32,Lucknow,Standard,79.41,Credit Card,Paid,2024,10,18,4.0,0,7906.9036
1784,75245,Ritu Verma,Silver,Keyboard,3,2784.67,0.23,Kolkata,Standard,62.21,NetBanking,Paid,2023,5,13,4.0,0,6494.7977
186,54913,Kavita Joshi,Silver,Router,7,3209.63,0.33,Hyderabad,Standard,74.74,UPI,Pending,2023,5,25,4.0,0,15127.904699999997
2467,74365,???,Silver,Power Bank,10,2038.56,0.35,Pune,Standard,62.44,UPI,Pending,2024,12,16,3.0,0,13313.08
767,84739,Shweta Malhotra,Silver,Router,2,2690.08,0.12,Hyderabad,Standard,10.1,Debit Card,Paid,2023,8,12,2.0,0,4744.6408
478,79702,Amit Verma,Standard,USB Cable,10,182.05,0.3,Jaipur,Pickup,8.76,Debit Card,Paid,2023,9,13,5.0,1,1283.11
758,44445,Kavita Patel,Silver,Gaming Chair,10,10452.97,0.09,Delhi,Standard,22.74,Debit Card,Paid,2024,5,13,5.0,1,95144.767
2723,16497,Raj Yadav,Silver,Webcam,6,2776.15,0.24,Chennai,Standard,97.22,UPI,Paid,2023,7,4,4.0,0,12756.464
853,87018,Manish Sharma,Standard,Monitor,7,15632.71,0.03,Ahmedabad,Standard,98.84,NetBanking,Failed,2024,10,9,5.0,0,106244.9409
1708,38501,Anjali Sharma,Silver,Phone Stand,8,798.78,0.03,Jaipur,Pickup,50.98,Debit Card,Paid,2024,3,14,5.0,0,6249.5127999999995
1005,15426,Kavita Gupta,Standard,Laptop,10,47269.04,0.28,Delhi,Standard,28.94,Credit Card,Paid,2023,10,1,4.0,0,340366.028
1411,92022,Suresh Sharma,Silver,External HDD,5,5806.58,0.3,Kolkata,Express,59.88,Credit Card,Paid,2024,11,22,5.0,0,20382.91
127,38638,Amit Gupta,Premium,Monitor,5,16154.49,0.02,Jaipur,Express,27.54,COD,Paid,2024,6,14,5.0,0,79184.54099999998
1791,12462,Ritu Reddy,Silver,External HDD,5,5148.98,0.08,Bangalore,Standard,31.58,Debit Card,Paid,2024,2,27,3.78987608752966,1,23716.888
2626,12262,Neha Gupta,Silver,Desk Lamp,5,1291.3,0.33,Delhi,Standard,9.51,Debit Card,Paid,2024,4,20,4.0,0,4335.365
622,18379,Kavita Gupta,Gold,Printer,6,12936.65,0.19,Ahmedabad,Standard,39.96,Credit Card,Paid,2023,11,13,4.0,0,62912.079
2108,26700,Amit Malhotra,Premium,Laptop,1,48106.35,0.21,Delhi,Standard,79.84,UPI,Paid,2023,6,23,5.0,0,38083.856499999994
1392,38492,Raj Reddy,Standard,Smart Watch,8,8767.58,0.09,Kolkata,Express,0.47,Wallet,Paid,2023,11,20,4.0,0,63828.4524
2858,20211,Amit Singh,Premium,Keyboard,6,2595.89,0.13,Mumbai,Standard,30.99,Debit Card,Paid,2023,1,22,5.0,0,13581.5358
1298,40369,Ritu Patel,Gold,Gaming Chair,10,12940.5,0.32,Hyderabad,Standard,92.21,Credit Card,Paid,2024,5,27,5.0,0,88087.61
1621,49720,Kavita Malhotra,Standard,Keyboard,1,2295.56,0.14,Jaipur,Express,64.3,Debit Card,Paid,2023,4,3,3.0,0,2038.4815999999998
2821,87276,Manish Reddy,Standard,Smart Watch,10,8763.0,0.38,Jaipur,Standard,40.2,Debit Card,Paid,2023,4,12,3.78987608752966,0,54370.799999999996
2642,80378,Manish Joshi,Standard,Laptop,10,51893.79,0.34,Ahmedabad,Standard,27.56,Debit Card,Paid,2024,7,6,3.0,0,342526.57399999996
999,91592,Amit Verma,New,Power Bank,3,2234.89,0.28,Chennai,Standard,10.27,UPI,Paid,2024,11,23,4.0,0,4837.6324
1523,38098,Manish Patel,Premium,Webcam,4,3414.86,0.18,Chennai,Standard,98.64,COD,Paid,2023,2,10,5.0,0,11299.3808
1688,96794,Manish Yadav,Silver,External HDD,7,6456.52,0.07,Pune,Express,21.25,Credit Card,Paid,2023,10,28,3.0,0,42053.195199999995
488,77136,Manish Sharma,Gold,USB Cable,9,192.43,0.08,Lucknow,Standard,66.17,Wallet,Paid,2023,6,2,4.0,0,1659.4904000000004
2654,76249,Vikas Singh,Standard,Laptop,3,49488.47,0.09,Kolkata,Standard,83.34,Debit Card,Paid,2023,2,25,3.0,0,135186.86310000002
2189,20932,Ritu Singh,Standard,Phone Stand,2,706.65,0.27,Pune,Standard,41.77,Credit Card,Paid,2023,12,17,5.0,0,1073.4789999999998
584,36174,Manish Verma,Standard,Phone Stand,2,859.11,0.28,Pune,Standard,60.93,UPI,Paid,2023,9,8,3.78987608752966,1,1298.0484000000001
704,20544,Amit Gupta,Standard,Mouse,10,720.17,0.34,Lucknow,Standard,14.64,Credit Card,Paid,2024,10,19,2.0,0,4767.762
1906,46659,Raj Patel,Standard,Smart Watch,4,9447.351521955212,0.25,Pune,Express,64.92,UPI,Paid,2023,6,16,4.0,0,28406.974565865632
2044,64753,Suresh Gupta,Standard,Desk Lamp,1,1695.15,0.07,Lucknow,Standard,71.56,Debit Card,Paid,2024,5,15,5.0,0,1648.0494999999999
1784,98376,Vikas Gupta,Standard,Speakers,5,4173.78,0.28,Bangalore,Standard,53.71,UPI,Paid,2024,9,10,5.0,0,15079.317999999997
1241,77225,Raj Verma,Premium,Webcam,2,3206.9,0.28,Mumbai,Standard,66.52,Debit Card,Paid,2024,8,23,3.0,0,4684.456
2157,95017,Rahul Yadav,Standard,Power Bank,2,1735.47,0.17,Jaipur,Standard,56.69,Credit Card,Paid,2023,11,21,4.0,0,2937.5702
1285,59639,Amit Verma,Standard,Power Bank,1,1768.85,0.24,Bangalore,Standard,13.76,COD,Paid,2024,10,24,5.0,0,1358.086
1291,34143,Sunil Verma,Standard,Power Bank,1,1916.17,0.22,Mumbai,Standard,43.46,Debit Card,Refunded,2024,1,24,3.0,0,1538.0726000000002
1860,75108,Vikas Verma,New,Webcam,7,3433.87,0.26,KOLKATA,Express,66.04,COD,Paid,2023,5,10,5.0,0,17853.4866
2972,36996,Pooja Joshi,Gold,Printer,1,13136.84,0.25,Kolkata,Express,73.71,Debit Card,Refunded,2024,5,17,3.0,0,9926.34
2584,48546,Alok Verma,Standard,Speakers,3,4278.32,0.18,Hyderabad,Standard,62.54,UPI,Pending,2023,6,24,5.0,0,10587.2072
2793,38067,Raj Gupta,Silver,USB Cable,7,226.81,0.07,Pune,Standard,56.22,Debit Card,Paid,2023,6,9,5.0,0,1532.7531
2124,21197,Kavita Patel,Premium,Headphones,3,3418.72,0.26,Bangalore,Standard,84.88,UPI,Paid,2023,3,26,5.0,1,7674.4384
2191,86040,Neha Gupta,Gold,Speakers,2,9447.351521955212,0.11,Lucknow,Express,62.54,COD,Pending,2024,1,18,3.78987608752966,0,16878.82570908028
2662,90409,Amit Verma,Standard,Webcam,1,2684.5,0.34,Lucknow,Express,72.67,Credit Card,Paid,2024,7,18,3.0,0,1844.4399999999998
404,87458,Ritu Malhotra,Standard,External HDD,8,6621.26,0.17,Chennai,Pickup,15.8,Credit Card,Paid,2024,6,28,4.0,0,43980.966400000005
1388,99855,Anjali Sharma,Standard,Gaming Chair,6,10224.62,0.15,Mumbai,Standard,98.75,Credit Card,Refunded,2024,2,17,4.0,1,52244.312
2562,28392,Amit Verma,Gold,Desk Lamp,9,1619.25,0.26,hyderabad,Standard,63.45,Debit Card,Paid,2023,3,15,5.0,0,10847.655
1022,99005,Amit Patel,Premium,Speakers,10,3580.27,0.03,Pune,Standard,33.16,Credit Card,Paid,2024,2,10,3.0,0,34761.779
1643,94699,Manish Reddy,Gold,Smart Watch,6,7824.16,0.19,Ahmedabad,Express,21.97,NetBanking,Paid,2023,9,13,5.0,0,38047.3876
2875,88395,Vikas Kumar,Silver,Headphones,10,9447.351521955212,0.22617299729052706,Pune,Same Day,48.48,Credit Card,Paid,2023,11,3,5.0,0,73154.63711777379
2073,40566,Amit Kumar,Standard,Tablet,2,26398.18,0.21,Mumbai,Standard,30.77,Wallet,Paid,2023,6,10,5.0,0,41739.8944
2299,64283,Priya Patel,Standard,Mouse,2,9447.351521955212,0.28,Lucknow,Standard,2.04,Credit Card,Paid,2024,3,6,5.0,0,13606.226191615506
312,37356,Priya Verma,Gold,Smart Watch,7,7920.33,0.05,Mumbai,Standard,32.44,Credit Card,Paid,2023,7,24,3.0,0,52702.6345
89,80833,Manish Kumar,Standard,Webcam,5,3301.14,0.12,Pune,Same Day,95.46,Debit Card,Paid,2024,9,16,5.0,1,14620.476
2898,70954,Rahul Kumar,Standard,Monitor,2,13465.63,0.4,Hyderabad,Standard,2.09,UPI,Paid,2023,10,18,5.0,0,16160.845999999998
1520,37853,Kavita Sharma,Standard,Mouse,7,860.66,0.23,Hyderabad,Pickup,40.84,Credit Card,Paid,2024,6,15,5.0,0,4679.7974
1281,93861,Suresh Joshi,New,Power Bank,9,9447.351521955212,0.26,Chennai,Same Day,92.94,Debit Card,Paid,2023,2,17,3.0,0,63012.30113622171
2955,74790,Suresh Yadav,Premium,Headphones,6,3826.09,0.28,Bangalore,Same Day,75.97,Credit Card,Paid,2023,7,11,5.0,0,16604.6788
2748,27770,Suresh Kumar,Standard,USB Cable,10,191.58,0.26,Pune,Standard,77.93,COD,Paid,2024,9,17,5.0,0,1495.622
352,83110,Neha Sharma,Standard,Gaming Chair,2,9447.351521955212,0.25,Pune,Standard,82.57,Credit Card,Pending,2023,6,13,4.0,0,14253.597282932817
1603,97583,Suresh Reddy,Standard,Speakers,2,3461.96,0.19,Delhi,Standard,21.17,Credit Card,Refunded,2024,4,1,5.0,1,5629.5452000000005
2099,42273,Neha Malhotra,Silver,USB Cable,8,195.84,0.3,Lucknow,Pickup,4.03,Credit Card,Pending,2024,10,21,2.0,0,1100.734
384,11140,Neha Verma,Standard,Router,1,2623.75,0.25,Lucknow,Standard,36.89,NetBanking,Paid,2023,6,19,5.0,0,2004.7025
1298,74413,Pooja Reddy,Standard,External HDD,10,6630.88,0.13,Jaipur,Standard,20.79,Credit Card,Paid,2024,5,16,3.0,0,57709.446
1543,16197,Priya Sharma,Standard,Smart Watch,1,7186.82,0.37,Kolkata,Standard,50.72,Wallet,Paid,2023,11,13,3.0,0,4578.4166000000005
2874,36054,Raj Singh,Silver,Monitor,7,9447.351521955212,0.38,Pune,Standard,49.93,UPI,Paid,2024,6,3,4.0,0,41051.435605285624
1852,32992,Neha Verma,Silver,Power Bank,2,9447.351521955212,0.04,Jaipur,Same Day,49.39952138694063,Credit Card,Chargeback,2023,7,2,4.0,0,18188.31444354095
965,46674,Sunil Yadav,Premium,Desk Lamp,6,1596.25,0.34,Chennai,Express,44.08,Debit Card,Paid,2024,2,17,5.0,0,6365.23
1490,13457,Vikas Gupta,Standard,Desk Lamp,6,1325.38,0.23,Hyderabad,Standard,12.03,Credit Card,Pending,2023,7,6,4.0,0,6135.2856
707,31165,Ritu Verma,Standard,Gaming Chair,2,10433.22,0.2,Ahmedabad,Standard,60.34,Debit Card,Paid,2024,7,16,5.0,0,16753.492
931,15729,Sunil Malhotra,Gold,Speakers,9,3444.62,0.1,Bangalore,Express,22.35,NetBanking,Failed,2023,9,8,3.0,0,27923.771999999997
970,64163,Pooja Malhotra,Premium,Smart Watch,1,7325.9,0.09,Lucknow,Same Day,53.62,UPI,Paid,2023,1,22,4.0,0,6720.188999999999
1722,36938,Vikas Verma,New,Phone Stand,4,816.58,0.05,Lucknow,Standard,13.09,UPI,Pending,2024,6,11,5.0,0,3116.094
2296,88637,Ritu Verma,Gold,Printer,9,10913.36,0.16,Hyderabad,Express,38.81,Credit Card,Paid,2024,6,4,3.0,0,82543.8116
781,24519,Priya Patel,Silver,Gaming Chair,8,10657.68,0.29,Kolkata,Standard,96.64,Debit Card,Paid,2024,7,20,4.0,0,60632.2624
2734,42730,Pooja Singh,Silver,Monitor,5,15393.28,0.19,Delhi ,Express,86.77,Credit Card,Refunded,2024,9,15,5.0,0,62429.55400000001
1797,26083,Anjali Malhotra,Silver,Mouse,2,816.61,0.35,Chennai,Standard,16.29,Credit Card,Paid,2023,9,3,4.0,0,1077.883
2850,84330,Shweta Patel,Standard,Headphones,1,3366.11,0.34,Hyderabad,Standard,33.92,Credit Card,Paid,2023,7,19,4.0,0,2255.5526
2263,70838,Neha Malhotra,Standard,Router,5,2977.24,0.37,Bangalore,Standard,3.58,Credit Card,Paid,2023,3,7,5.0,0,9381.885999999999
2716,65106,Amit Verma,Silver,Router,1,3177.98,0.05,Hyderabad,Standard,32.52,UPI,Pending,2024,6,16,2.0,0,3051.6009999999997
1645,48396,Raj Patel,Standard,Headphones,8,3767.31,0.21,Bangalore,Same Day,61.64,UPI,Pending,2023,10,13,5.0,0,23871.0392
2682,46276,Vikas Joshi,New,Keyboard,9,2515.8,0.03,Pune,Express,78.05,Debit Card,Failed,2023,8,20,4.0,0,22040.984
2582,32109,Manish Joshi,Premium,Smart Watch,6,7270.68,0.28,Pune,Standard,53.21,Credit Card,Paid,2024,5,27,5.0,0,31462.547599999998
142,70041,Raj Gupta,Standard,Router,7,3205.23,0.15,Jaipur,Standard,14.91,NetBanking,Paid,2023,10,11,5.0,0,19086.0285
2064,35359,Raj Verma,Silver,Smart Watch,7,7320.85,0.17,Pune,Express,26.83,Credit Card,Paid,2023,6,4,1.0,0,42560.9685
1580,93018,Meera Patel,Premium,Monitor,1,14946.44,0.04,Jaipur,Standard,66.34,Debit Card,Pending,2024,7,13,4.0,1,14414.9224
2925,95751,Priya Malhotra,Standard,Printer,4,11700.67,0.31, Bangalore,Standard,98.04,NetBanking,Paid,2023,3,20,5.0,0,32391.889199999998
1960,61175,Suresh Gupta,Premium,Gaming Chair,1,12227.03,0.05,Lucknow,Standard,80.42,UPI,Pending,2024,7,27,3.0,0,11696.0985
2187,56006,Pooja Joshi,Standard,Tablet,4,27578.6,0.01,Lucknow,Express,75.15,Credit Card,Paid,2023,5,4,5.0,0,109286.40599999999
1265,60958,Ritu Singh,Silver,Speakers,2,4273.41,0.38,Ahmedabad,Standard,69.38,Credit Card,Paid,2023,10,14,5.0,0,5368.4084
